Pseudomonas syringae pv. tomato str. DC3000 chromosome, complete genome - 1..6397126
5481 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
4708220..4710520	-	766	28871321	metE	PSPTO_4179	-	COG0620E	5-methyltetrahydropteroyltriglutamate/homocysteine S-methyltransferase
4710627..4711544	+	305	28871322	metR	PSPTO_4180	-	COG0583K	transcriptional activator MetR
4711599..4712009	-	136	28871323	-	PSPTO_4181	-	COG0494LR	mutT/nudix family protein
4712006..4713097	-	363	28871324	-	PSPTO_4182	-	COG1181M	D-alanine--D-alanine ligase
4713249..4713530	-	93	28871325	rpmE-1	PSPTO_4183	-	COG0254J	50S ribosomal protein L31 type B
4713603..4713803	+	66	28871326	-	PSPTO_4184	-	-	hypothetical protein
4713825..4714955	+	376	28871327	-	PSPTO_4185	-	COG4645S	membrane protein
4715051..4715731	+	226	28871328	-	PSPTO_4186	-	-	hypothetical protein
4716078..4716731	-	217	28871329	-	PSPTO_4187	-	-	hypothetical protein
4716949..4717662	+	237	28871330	-	PSPTO_4188	-	-	hypothetical protein
4717841..4718530	+	229	28871331	-	PSPTO_4189	-	-	hypothetical protein
4718581..4719450	-	289	28871332	-	PSPTO_4190	-	-	hypothetical protein
4719830..4722967	+	1045	28871333	-	PSPTO_4191	-	COG0744M	hypothetical protein
4723046..4723645	+	199	28871334	-	PSPTO_4192	-	COG1695K	hypothetical protein
4723642..4724409	+	255	28871335	-	PSPTO_4193	-	COG2375P	iron utilization protein
4724431..4725090	-	219	28871336	-	PSPTO_4194	-	-	hypothetical protein
4725161..4725529	-	122	28871337	-	PSPTO_4195	-	COG4628S	hypothetical protein
4726006..4728249	+	747	28871338	gcd	PSPTO_4196	-	COG4993G	glucose dehydrogenase
4729025..4730221	-	398	28871339	-	PSPTO_4197	-	COG0687E	hypothetical protein
4730218..4731225	-	335	28871340	-	PSPTO_4198	-	COG0523R	cobalamin synthesis protein/P47K family protein
4731222..4731521	-	99	28871341	-	PSPTO_4199	-	-	hypothetical protein
4731544..4732293	-	249	28871342	-	PSPTO_4200	-	COG1028IQR	short chain dehydrogenase/reductase family oxidoreductase
4732325..4733086	-	253	28871343	-	PSPTO_4201	-	COG1028IQR	short chain dehydrogenase/reductase family oxidoreductase
4733097..4734437	-	446	28871344	-	PSPTO_4202	-	COG2223P	major facilitator family transporter
4734465..4735346	-	293	28871345	-	PSPTO_4203	-	COG0726G	polysaccharide deacetylase family protein
4735471..4736799	-	442	28871346	-	PSPTO_4204	-	COG0154J	hypothetical protein
4737182..4738183	+	333	28871347	-	PSPTO_4205	-	COG1802K	GntR family transcriptional regulator
4738525..4738947	-	140	28871348	-	PSPTO_4206	-	COG2346R	globin family protein
4738947..4739822	-	291	28871349	-	PSPTO_4207	-	-	hypothetical protein
4739826..4742180	-	784	28871350	-	PSPTO_4208	-	COG2200T	HAMP domain/GGDEF domain/EAL domain protein
4742177..4742848	-	223	28871351	-	PSPTO_4209	-	COG3794C	hypothetical protein
4743030..4745447	+	805	28871352	lon-2	PSPTO_4210	-	COG0466O	ATP-dependent protease La
4745655..4746047	+	130	28871353	-	PSPTO_4211	-	COG5513S	lipoprotein
4746148..4746891	+	247	28871354	-	PSPTO_4212	-	COG2226H	methyltransferase
4746888..4747847	+	319	28871355	-	PSPTO_4213	-	COG2227H	tRNA mo(5)U34 methyltransferase
4747856..4748596	-	246	28871356	pdxJ	PSPTO_4214	-	COG0854H	pyridoxal phosphate biosynthetic protein PdxJ
4748659..4749342	-	227	28871357	recO	PSPTO_4215	-	COG1381L	DNA repair protein RecO
4749403..4750305	-	300	28871358	era	PSPTO_4216	-	COG1159R	GTP-binding protein Era
4750298..4750987	-	229	28871359	rnc	PSPTO_4217	-	COG0571K	ribonuclease III
4750984..4751361	-	125	28871360	-	PSPTO_4218	-	-	hypothetical protein
4751478..4752332	-	284	28871361	lepB	PSPTO_4219	-	COG0681U	signal peptidase I
4752342..4754129	-	595	28871362	lepA	PSPTO_4220	-	COG0481M	GTP-binding protein LepA
4754310..4755749	-	479	28871363	-	PSPTO_4221	-	COG0265O	serine protease, MucD
4756035..4756991	-	318	28871364	mucB	PSPTO_4222	-	COG3026T	sigma factor algU regulatory protein MucB
4757000..4757590	-	196	28871365	mucA	PSPTO_4223	-	COG3073T	sigma factor algU negative regulatory protein MucA
4757624..4758205	-	193	28871366	rpoE	PSPTO_4224	-	COG1595K	RNA polymerase sigma-24 factor
4758704..4760320	+	538	28871367	nadB	PSPTO_4225	-	COG0029H	L-aspartate oxidase
4760289..4760753	-	154	28871368	-	PSPTO_4226	-	-	hypothetical protein
4760737..4760991	-	84	28871369	-	PSPTO_4227	-	COG2938S	hypothetical protein
4761138..4762085	+	315	28871370	-	PSPTO_4228	-	COG0354R	hypothetical protein
4762199..4763020	+	273	28871371	-	PSPTO_4229	-	COG1639T	hypothetical protein
4763026..4764408	-	460	28871372	-	PSPTO_4230	-	COG0642T	sensor histidine kinase TctE
4764401..4765072	-	223	28871373	tctD	PSPTO_4231	-	COG0745TK	DNA-binding response regulator TctD
4765571..4766548	+	325	28871374	-	PSPTO_4232	-	COG3181S	TctC protein
4766611..4767069	+	152	28871375	-	PSPTO_4233	-	-	membrane protein TctB
4767071..4768585	+	504	28871376	-	PSPTO_4234	-	COG3333S	membrane protein TctA
4768578..4769612	+	344	28871377	-	PSPTO_4235	-	COG3180R	membrane protein
4769631..4770323	-	230	28871378	ung	PSPTO_4236	-	COG0692L	uracil-DNA glycosylase
4770504..4770962	-	152	28871379	-	PSPTO_4237	-	-	lipoprotein
4771535..4772602	+	355	28871380	-	PSPTO_4238	-	COG0715P	ABC transporter substrate-binding protein
4772630..4773445	+	271	28871381	-	PSPTO_4239	-	COG0600P	ABC transporter permease
4773442..4774224	+	260	28871382	-	PSPTO_4240	-	COG1116P	ABC transporter ATP-binding protein
4774221..4774946	+	241	28871383	-	PSPTO_4241	-	COG3665S	hypothetical protein
4774958..4775575	+	205	28871384	-	PSPTO_4242	-	COG3665S	hypothetical protein
4775685..4779365	+	1226	28871385	-	PSPTO_4243	-	COG4770I	urea amidolyase-related protein
4779401..4781215	+	604	28871386	-	PSPTO_4244	-	COG0154J	allophanate hydrolase
4781326..4784661	+	1111	28871387	-	PSPTO_4245	-	-	hypothetical protein
4784654..4784902	+	82	28871388	-	PSPTO_4246	-	-	hypothetical protein
4784962..4785654	+	230	162533084	rsuA	PSPTO_4247	-	COG1187J	ribosomal small subunit pseudouridine synthase A
4785951..4786835	+	294	28871389	phaG-2	PSPTO_4248	-	COG0596R	3-hydroxyacyl-CoA-acyl carrier protein transferase
4788681..4789817	+	378	28871390	-	PSPTO_4250	-	COG2856E	DNA-binding protein
4790778..4792331	-	517	28871391	-	PSPTO_4251	-	COG3436L	ISPsy5, transposase
4792349..4792708	-	119	28871392	-	PSPTO_4252	-	COG3436L	ISPsy5, Orf1
4793542..4794519	-	325	28871393	-	PSPTO_4253	-	COG3039L	ISPssy, transposase
4794539..4795939	+	466	28871394	gor-2	PSPTO_4254	-	COG1249C	glutathione reductase
4796392..4796724	+	110	28871395	-	PSPTO_4255	-	COG0599S	carboxymuconolactone decarboxylase family protein
4796769..4797875	+	368	28871396	-	PSPTO_4256	-	COG1902C	NADH:flavin oxidoreductase/NADH oxidase family protein
4797904..4798122	+	72	28871397	-	PSPTO_4257	-	COG1942R	4-oxalocrotonate tautomerase
4798233..4798754	+	173	28871398	-	PSPTO_4258	-	COG2249R	NAD(P)H dehydrogenase, quinone family
4798755..4800578	+	607	28871399	kefC	PSPTO_4259	-	COG0475P	glutathione-regulated potassium-efflux system protein
4800613..4800942	-	109	28871400	trxA	PSPTO_4260	-	COG3118O	thioredoxin
4801007..4801705	-	232	28871401	-	PSPTO_4261	-	COG2761Q	isomerase
4801709..4802299	-	196	28871402	-	PSPTO_4262	-	COG1309K	TetR family transcriptional regulator
4802393..4803166	-	257	28871403	-	PSPTO_4263	-	COG1028IQR	short chain dehydrogenase/reductase family oxidoreductase
4803256..4803810	-	184	28871404	-	PSPTO_4264	-	COG1765O	hypothetical protein
4804230..4805399	+	389	28871405	metC-2	PSPTO_4265	-	COG0626E	cystathionine beta-lyase
4805477..4806364	+	295	28871406	-	PSPTO_4266	-	COG5006R	membrane protein
4806458..4807027	-	189	28871407	-	PSPTO_4267	-	COG1309K	TetR family transcriptional regulator
4807947..4808969	+	340	28871408	-	PSPTO_4269	-	COG4584L	ISPsy4, transposase
4808966..4809775	+	269	28871409	-	PSPTO_4270	-	COG1484L	ISPsy4, transposition helper protein
4811663..4813147	-	494	28871410	-	PSPTO_4272	-	-	hypothetical protein
4814851..4815513	-	220	28871411	-	PSPTO_4274	-	COG1309K	TetR family transcriptional regulator
4815638..4816423	+	261	28871412	-	PSPTO_4275	-	COG0300R	short-chain dehydrogenase/reductase family oxidoreductase
4817118..4818041	-	307	28871413	-	PSPTO_4276	-	COG0583K	LysR family transcriptional regulator
4818257..4819090	+	277	28871414	-	PSPTO_4277	-	COG0657I	esterase/lipase/thioesterase family protein
4819268..4820440	+	390	28871415	-	PSPTO_4278	-	COG2814G	major facilitator family transporter
4820633..4820926	+	97	28871416	-	PSPTO_4279	-	COG1937S	hypothetical protein
4820934..4821812	+	292	28871417	-	PSPTO_4280	-	COG2215R	membrane protein
4821822..4822262	+	146	28871418	-	PSPTO_4281	-	COG1238S	hypothetical protein
4822314..4822454	+	46	28871419	-	PSPTO_4282	-	-	hypothetical protein
4822443..4823687	-	414	28871420	pnlA	PSPTO_4283	-	COG3866G	pectin lyase
4823844..4824290	-	148	28871421	-	PSPTO_4284	-	COG2153R	GNAT family acetyltransferase
4824315..4825463	-	382	28871422	adhB	PSPTO_4285	-	COG1454C	alcohol dehydrogenase II
4825598..4826818	-	406	28871423	-	PSPTO_4286	-	COG2519J	hypothetical protein
4827116..4828339	+	407	158146059	-	PSPTO_5625	-	-	binary cytotoxin component
4828342..4829352	+	336	28871424	-	PSPTO_4287	-	-	binary cytotoxin component
4829410..4830027	-	205	28871425	-	PSPTO_4288	-	COG3762S	hypothetical protein
4830062..4830679	-	205	28871426	-	PSPTO_4289	-	COG1512R	hypothetical protein
4831075..4833372	+	765	28871427	bglX	PSPTO_4290	-	COG1472G	beta-glucosidase
4833443..4835200	+	585	28871428	-	PSPTO_4291	-	COG4191T	sensor histidine kinase
4835207..4836541	+	444	28871429	-	PSPTO_4292	-	COG2204T	sigma-54 dependent transcriptional regulator/response regulator
4836767..4839148	+	793	28871430	-	PSPTO_4293	-	COG4191T	sensory box histidine kinase/response regulator
4839316..4841010	+	564	28871431	hscC	PSPTO_4294	-	COG0443O	chaperone protein HscC
4841016..4842656	+	546	28871432	-	PSPTO_4295	-	COG0484O	DnaJ domain-containing protein
4842839..4844164	+	441	28871433	-	PSPTO_4296	-	COG2814G	metabolite-proton symporter
4844667..4845029	+	120	28871434	-	PSPTO_4297	-	-	hypothetical protein
4845168..4845791	+	207	28871435	-	PSPTO_4298	-	COG1853R	hypothetical protein
4845792..4846031	-	79	28871436	-	PSPTO_4299	-	-	hypothetical protein
4846462..4847976	+	504	28871437	-	PSPTO_4300	-	COG2814G	drug resistance transporter, EmrB/QacA family
4847990..4849123	-	377	28871438	-	PSPTO_4301	-	-	hypothetical protein
4849586..4850257	-	223	28871439	-	PSPTO_4302	-	COG1309K	TetR family transcriptional regulator
4850512..4851672	+	386	28871440	-	PSPTO_4303	-	COG0845M	RND family efflux transporter MFP subunit
4851676..4854810	+	1044	28871441	saxB	PSPTO_4304	-	COG0841V	isothiocyanate resistance protein SaxB; isochorismatase family
4854807..4856267	+	486	28871442	-	PSPTO_4305	-	COG1538MU	outer membrane efflux protein
4856343..4857644	-	433	28871443	pcaT	PSPTO_4306	-	COG2814G	dicarboxylic acid transport protein
4857791..4858990	-	399	28871444	catF	PSPTO_4307	-	COG0183I	3-oxoadipyl-CoA thiolase
4858990..4859769	-	259	28871445	catJ	PSPTO_4308	-	COG2057I	3-oxoadipate:succinyl-CoA transferase subunit B
4859769..4860626	-	285	28871446	catI	PSPTO_4309	-	COG1788I	3-oxoadipate:succinyl-CoA transferase subunit A
4860784..4861626	-	280	28871447	pcaR	PSPTO_4310	-	COG1414K	Pca regulon regulatory protein PcaR
4862483..4862680	+	65	300781818	-	PSPTO_5644	-	-	hypothetical protein
4862886..4864358	+	490	28871449	-	PSPTO_4312	-	COG0306P	phosphate transporter family protein
4864414..4864623	-	69	28871450	-	PSPTO_4313	-	-	hypothetical protein
4864702..4865553	-	283	28871451	purU-3	PSPTO_4314	-	COG0788F	formyltetrahydrofolate deformylase
4865912..4866292	+	126	28871452	-	PSPTO_4315	-	-	transcriptional regulator
4866365..4867795	-	476	28871453	sbcB	PSPTO_4316	-	COG2925L	exodeoxyribonuclease I
4868002..4868709	+	235	28871454	-	PSPTO_4317	-	COG1714S	hypothetical protein
4868706..4869686	+	326	28871455	-	PSPTO_4318	-	COG1300S	integral membrane protein
4869673..4871265	+	530	28871456	-	PSPTO_4319	-	-	hypothetical protein
4871262..4872482	+	406	28871457	-	PSPTO_4320	-	-	hypothetical protein
4872780..4873772	+	330	28871458	-	PSPTO_4321	-	-	hypothetical protein
4873769..4875589	+	606	28871459	-	PSPTO_4322	-	-	hypothetical protein
4875594..4876073	+	159	28871460	-	PSPTO_4323	-	-	hypothetical protein
4876653..4876949	+	98	28871461	-	PSPTO_4324	-	-	hypothetical protein
4876949..4878457	+	502	28871462	-	PSPTO_4325	-	-	hypothetical protein
4878641..4879582	+	313	28871463	-	PSPTO_4326	-	-	hypothetical protein
4879585..4879914	+	109	28871464	-	PSPTO_4327	-	-	hypothetical protein
4879876..4880313	-	145	28871465	-	PSPTO_4328	-	COG3293L	ISPs1, transposase OrfB
4880361..4880729	-	122	28871466	-	PSPTO_4329	-	COG3293L	ISPs1, transposase OrfA
4880833..4881072	+	79	28871467	-	PSPTO_4330	-	COG2963L	hypothetical protein
4881167..4881802	+	211	28871468	hopE1	PSPTO_4331	-	-	type III effector HopE1
4882082..4883365	+	427	28871469	-	PSPTO_4332	-	COG0433R	hypothetical protein
4883603..4884652	+	349	28871470	-	PSPTO_4333	-	COG0714R	moxR protein
4884649..4885992	+	447	28871471	-	PSPTO_4334	-	COG1721R	hypothetical protein
4886033..4886392	-	119	28871472	-	PSPTO_4335	-	-	hypothetical protein
4886581..4887033	-	150	28871473	-	PSPTO_4336	-	-	lipoprotein
4887159..4888610	+	483	28871474	pyk	PSPTO_4337	-	COG0469G	pyruvate kinase
4888692..4889630	-	312	28871475	-	PSPTO_4338	-	COG0543HC	hypothetical protein
4889810..4891333	+	507	28871476	-	PSPTO_4339	-	COG1951C	fumarate hydratase, class I
4891381..4894203	-	940	28871477	-	PSPTO_4340	-	COG3209M	insecticidal toxin protein
4897445..4902292	+	1615	28871478	-	PSPTO_4342	-	-	insecticidal toxin protein
4902312..4906652	+	1446	28871479	-	PSPTO_4343	-	-	insecticidal toxin protein
4906645..4909305	+	886	28871480	-	PSPTO_4344	-	COG3209M	insecticidal toxin protein
4909571..4909786	+	71	28871481	-	PSPTO_4345	-	COG3157S	hypothetical protein
4910339..4910683	+	114	28871482	-	PSPTO_4346	-	-	hypothetical protein
4910862..4911839	+	325	28871483	-	PSPTO_4347	-	COG3039L	ISPssy, transposase
4912008..4912493	-	161	28871484	-	PSPTO_4348	-	-	hypothetical protein
4912598..4913755	-	385	28871485	-	PSPTO_4349	-	COG1502I	phospholipase D
4913757..4914338	-	193	28871486	-	PSPTO_4350	-	COG2353S	hypothetical protein
4914419..4914757	-	112	28871487	-	PSPTO_4351	-	-	hypothetical protein
4914754..4915860	-	368	28871488	-	PSPTO_4352	-	COG1680V	hydrolase
4916238..4916993	+	251	28871489	-	PSPTO_4353	-	COG3176R	hypothetical protein
4916993..4917799	+	268	28871490	-	PSPTO_4354	-	COG0204I	acyltransferase
4917757..4918356	-	199	28871491	-	PSPTO_4355	-	COG3124S	hypothetical protein
4918521..4918835	+	104	28871492	-	PSPTO_4356	-	COG0640K	ArsR family transcriptional regulator
4918868..4920034	+	388	28871493	-	PSPTO_4357	-	COG2814G	major facilitator family transporter
4920056..4921105	+	349	28871494	-	PSPTO_4358	-	COG1902C	oxidoreductase FAD/FMN-binding protein
4921196..4922065	-	289	28871495	-	PSPTO_4359	-	COG1196D	hypothetical protein
4922149..4923069	-	306	28871496	-	PSPTO_4360	-	COG0451MG	dehydrogenase
4923213..4924112	-	299	28871497	iciA	PSPTO_4361	-	COG0583K	chromosome initiation inhibitor
4924208..4924810	+	200	28871498	-	PSPTO_4362	-	COG1279R	LysE family transporter
4925003..4925584	+	193	28871499	sodB	PSPTO_4363	-	COG0605P	superoxide dismutase, Fe
4925639..4925737	-	32	28871500	-	PSPTO_4364	-	-	hypothetical protein
4925971..4928022	+	683	28871501	-	PSPTO_4365	-	COG5001T	GGDEF domain/EAL domain protein
4928198..4929556	+	452	28871502	-	PSPTO_4366	-	COG3487P	iron-regulated protein A
4929853..4931280	+	475	28871503	-	PSPTO_4367	-	COG3488C	lipoprotein
4931341..4932405	+	354	28871504	-	PSPTO_4368	-	COG3489R	lipoprotein
4932422..4933519	+	365	28871505	-	PSPTO_4369	-	COG3490S	lipoprotein
4933544..4933771	-	75	28871506	-	PSPTO_4370	-	-	hypothetical protein
4933768..4934490	-	240	28871507	inaA	PSPTO_4371	-	-	inaA protein
4934495..4935175	-	226	28871508	-	PSPTO_4372	-	COG2226H	hypothetical protein
4935376..4936665	-	429	28871509	colS	PSPTO_4373	-	COG0642T	sensor histidine kinase ColS
4936655..4937338	-	227	28871510	colR	PSPTO_4374	-	COG0745TK	DNA-binding response regulator ColR
4937515..4938258	+	247	28871511	-	PSPTO_4375	-	COG3907R	PAP2 superfamily protein
4938343..4939986	-	547	28871512	groEL	PSPTO_4376	-	COG0459O	chaperonin, 60 kDa
4940036..4940329	-	97	28871513	groES	PSPTO_4377	-	COG0234O	chaperonin, 10 kDa
4940443..4940553	-	36	28871514	-	PSPTO_4378	-	-	hypothetical protein
4940585..4941079	-	164	28871515	-	PSPTO_4379	-	COG3030R	hypothetical protein
4941398..4942156	+	252	28871516	-	PSPTO_4380	-	COG1028IQR	3-ketoacyl-(acyl-carrier-protein) reductase
4942205..4943212	-	335	28871517	-	PSPTO_4381	-	-	hypothetical protein
4943287..4943733	+	148	28871518	-	PSPTO_4382	-	COG3695L	MGMT family protein
4943788..4945338	+	516	28871519	-	PSPTO_4383	-	-	AmpG protein
4945371..4945694	+	107	28871520	-	PSPTO_4384	-	-	hypothetical protein
4946342..4948633	+	763	28871521	-	PSPTO_4385	-	COG3501S	Rhs element Vgr protein
4948630..4950201	+	523	28871522	-	PSPTO_4386	-	-	hypothetical protein
4951238..4952605	+	455	28871523	-	PSPTO_4387	-	-	hypothetical protein
4953597..4953755	+	52	28871524	-	PSPTO_4388	-	-	hypothetical protein
4953854..4955407	-	517	28871525	-	PSPTO_4389	-	COG3436L	ISPsy5, transposase
4955425..4955784	-	119	28871526	-	PSPTO_4390	-	COG3436L	ISPsy5, Orf1
4956360..4957190	-	276	28871527	-	PSPTO_4392	-	COG0668M	mechanosensitive ion channel family protein
4957313..4957792	-	159	28871528	-	PSPTO_4393	-	COG1666S	hypothetical protein
4957962..4958882	+	306	28871529	panE-2	PSPTO_4394	-	COG1893H	2-dehydropantoate 2-reductase
4958927..4960963	+	678	28871530	-	PSPTO_4395	-	COG5000T	sensory box histidine kinase
4960979..4961557	+	192	28871531	-	PSPTO_4396	-	COG2096S	ATP:cob(I)alamin adenosyltransferase
4961699..4962649	-	316	28871532	-	PSPTO_4397	-	COG0352H	mutT/nudix family protein
4962492..4963274	-	260	28871533	-	PSPTO_4398	-	COG0625O	glutathione S-transferase family protein
4963332..4964549	-	405	28871534	argJ	PSPTO_4399	-	COG1364E	glutamate N-acetyltransferase/amino-acid acetyltransferase
4964661..4967402	-	913	28871535	secA	PSPTO_4400	-	COG0653U	preprotein translocase subunit SecA
4967701..4968162	+	153	28871536	-	PSPTO_4401	-	COG4701S	hypothetical protein
4968298..4969209	-	303	28871537	lpxC	PSPTO_4402	-	COG0774M	UDP-3-0-acyl N-acetylglucosamine deacetylase
4969322..4970509	-	395	28871538	ftsZ	PSPTO_4403	-	COG0206D	cell division protein FtsZ
4970597..4971853	-	418	28871539	ftsA	PSPTO_4404	-	COG0849D	cell division protein FtsA
4971868..4972737	-	289	28871540	-	PSPTO_4405	-	COG1589M	cell division protein FtsQ
4972741..4973700	-	319	28871541	-	PSPTO_4406	-	COG1181M	D-alanine--D-alanine ligase
4973697..4975157	-	486	28871542	murC	PSPTO_4407	-	COG0773M	UDP-N-acetylmuramate--L-alanine ligase
4975150..4976220	-	356	28871543	murG	PSPTO_4408	-	COG0707M	UDP-N-acetylglucosamine-N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N- acetylglucosamine transferase
4976210..4977424	-	404	28871544	ftsW	PSPTO_4409	-	COG0772D	cell division protein FtsW
4977421..4978767	-	448	28871545	murD	PSPTO_4410	-	COG0771M	UDP-N-acetylmuramoylalanine--D-glutamate ligase
4978773..4979855	-	360	28871546	mraY	PSPTO_4411	-	COG0472M	phospho-N-acetylmuramoyl-pentapeptide-transferase
4979855..4981225	-	456	28871547	murF	PSPTO_4412	-	COG0770M	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanyl ligase
4981218..4982681	-	487	28871548	murE	PSPTO_4413	-	COG0769M	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase
4982681..4984408	-	575	28871549	-	PSPTO_4414	-	COG0768M	penicillin-binding protein
4984408..4984701	-	97	28871550	-	PSPTO_4415	-	COG3116D	cell division protein FtsL
4984698..4985639	-	313	28871551	-	PSPTO_4416	-	COG0275M	S-adenosyl-methyltransferase MraW
4985642..4986097	-	151	28871552	-	PSPTO_4417	-	COG2001S	marZ family protein
4986848..4987717	-	289	28871553	-	PSPTO_4418	-	COG0313R	tetrapyrrole methylase family protein
4987997..4989811	+	604	28871554	-	PSPTO_4419	-	COG3107R	lipoprotein
4989808..4990194	+	128	28871555	-	PSPTO_4420	-	COG0792L	hypothetical protein
4990370..4990957	+	195	28871556	gmhA	PSPTO_4421	-	COG0279G	phosphoheptose isomerase
4990954..4991532	+	192	28871557	-	PSPTO_4422	-	COG2823R	lipoprotein
4991593..4992006	-	137	28871558	sspB	PSPTO_4423	-	COG2969R	stringent starvation protein B
4992024..4992641	-	205	28871559	sspA	PSPTO_4424	-	COG0625O	stringent starvation protein A
4992922..4993314	-	130	28871560	rpsI	PSPTO_4425	-	COG0103J	30S ribosomal protein S9
4993329..4993757	-	142	28871561	rplM	PSPTO_4426	-	COG0102J	50S ribosomal protein L13
4994153..4995163	+	336	28871562	-	PSPTO_4427	-	COG4977K	AraC family transcriptional regulator
4995238..4996332	-	364	28871563	-	PSPTO_4428	-	COG1485R	ATPase
4996395..4997744	-	449	28871564	trpS	PSPTO_4429	-	COG0180J	tryptophanyl-tRNA synthetase
4997784..4998413	-	209	28871565	-	PSPTO_4430	-	COG2945R	hypothetical protein
4998559..4999002	+	147	28871566	-	PSPTO_4431	-	COG3105S	hypothetical protein
4999132..5001030	-	632	28871567	cysN/C	PSPTO_4432	-	COG2895P	bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase protein
5001041..5001958	-	305	28871568	cysD	PSPTO_4433	-	COG0175EH	sulfate adenylyltransferase subunit 2
5002112..5002870	-	252	28871569	-	PSPTO_4434	-	COG0327S	hypothetical protein
5002982..5004142	+	386	28871570	-	PSPTO_4435	-	COG0265O	trypsin domain-containing protein
5004167..5004619	-	150	28871571	-	PSPTO_4436	-	COG3011S	hypothetical protein
5005376..5006428	-	350	28871572	hisC	PSPTO_4437	-	COG0079E	histidinol-phosphate aminotransferase
5006428..5007774	-	448	28871573	hisD	PSPTO_4438	-	COG0141E	histidinol dehydrogenase
5007899..5008534	-	211	28871574	hisG	PSPTO_4439	-	COG0040E	ATP phosphoribosyltransferase
5008564..5008692	+	42	28871575	-	PSPTO_4440	-	-	hypothetical protein
5008689..5009954	-	421	28871576	murA	PSPTO_4441	-	COG0766M	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
5009977..5010216	-	79	28871577	-	PSPTO_4442	-	COG5007K	toluene tolerance protein
5010331..5010636	-	101	28871578	-	PSPTO_4443	-	COG3113R	STAS domain-containing protein
5010633..5011283	-	216	28871579	-	PSPTO_4444	-	COG2854Q	toluene tolerance protein
5011313..5011780	-	155	28871580	-	PSPTO_4445	-	COG1463Q	mce-like protein
5011780..5012577	-	265	28871581	-	PSPTO_4446	-	COG0767Q	membrane protein
5012577..5013386	-	269	28871582	-	PSPTO_4447	-	COG1127Q	toluene tolerance ABC transporter, ATP-binding protein
5013691..5014665	+	324	28871583	-	PSPTO_4448	-	COG0794M	sugar isomerase
5014665..5015204	+	179	28871584	-	PSPTO_4449	-	COG1778R	phosphatase, YrbI family
5015213..5015785	+	190	28871585	-	PSPTO_4450	-	COG3117S	hypothetical protein
5015772..5016320	+	182	28871586	-	PSPTO_4451	-	COG1934S	ostA family protein
5016321..5017046	+	241	28871587	-	PSPTO_4452	-	COG1137R	ABC transporter ATP-binding protein
5017229..5018722	+	497	28871588	rpoN	PSPTO_4453	-	COG1508K	RNA polymerase sigma-54 factor
5018797..5019105	+	102	28871589	yfiA	PSPTO_4454	-	COG1544J	ribosomal subunit interface protein
5019117..5019581	+	154	28871590	ptsN	PSPTO_4455	-	COG1762GT	PTS transporter subunit IIA-like nitrogen-regulatory protein PtsN
5019584..5020441	+	285	28871591	-	PSPTO_4456	-	COG1660R	hypothetical protein
5020458..5020730	+	90	28871592	ptsH	PSPTO_4457	-	COG1925G	phosphocarrier protein HPr
5020745..5020873	-	42	28871593	-	PSPTO_4458	-	-	hypothetical protein
5020901..5021512	-	203	28871594	sodA	PSPTO_4459	-	COG0605P	superoxide dismutase
5021513..5021974	-	153	28871595	-	PSPTO_4460	-	-	hypothetical protein
5022007..5023383	-	458	28871596	fumC-2	PSPTO_4461	-	COG0114C	class II fumarate hydratase
5023376..5023771	-	131	28871597	-	PSPTO_4462	-	-	hypothetical protein
5024076..5025422	-	448	28871598	pmbA	PSPTO_4463	-	COG0312R	pmbA protein
5025530..5026051	+	173	28871599	-	PSPTO_4464	-	COG3028S	hypothetical protein
5026100..5027539	-	479	28871600	tldD	PSPTO_4465	-	COG0312R	tldD protein
5027542..5028387	-	281	28871601	-	PSPTO_4466	-	COG0388R	hydrolase
5028436..5032251	-	1271	28871602	-	PSPTO_4467	-	COG3164S	hypothetical protein
5032433..5033890	-	485	28871603	cafA	PSPTO_4468	-	COG1530J	ribonuclease G
5033887..5034489	-	200	28871604	maf-2	PSPTO_4469	-	COG0424D	maf protein
5034557..5035048	-	163	28871605	-	PSPTO_4470	-	COG2891M	rod shape-determining protein MreD
5035041..5036120	-	359	28871606	mreC	PSPTO_4471	-	COG1792M	rod shape-determining protein MreC
5036351..5037388	-	345	28871607	mreB	PSPTO_4472	-	COG1077D	rod shape-determining protein MreB
5037595..5037882	+	95	28871608	gatC	PSPTO_4473	-	COG0721J	aspartyl/glutamyl-tRNA amidotransferase subunit C
5037897..5039348	+	483	28871609	gatA	PSPTO_4474	-	COG0154J	aspartyl/glutamyl-tRNA amidotransferase subunit A
5039359..5040804	+	481	28871610	gatB	PSPTO_4475	-	COG0064J	aspartyl/glutamyl-tRNA amidotransferase subunit B
5040903..5041271	+	122	28871611	-	PSPTO_4476	-	COG0797M	rplA family protein
5041338..5042369	+	343	28871612	-	PSPTO_4477	-	COG0530P	K+-dependent Na+/Ca+ exchanger-like protein
